sno,hid,hname,state,city,address,zipcode,statecode
0576,HKA0576,Davangere Heart Hospital (Unit Of Suraj Hospital Pvt Ltd),Karnataka,Davangere,"3639,M.C.Colony 9Th Main",577004,KA
0577,HKA0577,Deccan Hospital,Karnataka,Kolar,"Opp Ksrtc Depot, Ashwini Extension, Chintamani, Chikballapura-563125",563125,KA
0578,HKA0578,Deccan Medical Centre Pvt Ltd,Karnataka,Belgaum,"Goods Shed Road, Near Railway Station",590001,KA
0579,HKA0579,Deeksha Hospital,Karnataka,Bangalore,#387/347 Bb Road Nehrunagar Yelahanka Old Town Next To Post Office,560064,KA
0580,HKA0580,Deepa Hospital,Karnataka,Bangalore,"# 27,Old Madra Road K.R. Puram Ext Bangalore",560036,KA
0581,HKA0581,Deepa Nursing Home,Karnataka,Chickmangalur,"Chikmanglur, Karnataka",577101,KA
0582,HKA0582,Deepak Hospital,Karnataka,Bangalore,"259, 33Rd Cross, Kanakapura Main Road, 7Th Block, Jayanagar-560082",560082,KA
0583,HKA0583,Deepashri Hospital (A Unit Of Cadms Trust),Karnataka,"Bangalore,",#86. 2Nd Main 16Th Cross Malagala Nagarabhavi 2Nd Stage Bangalore560072,560072,KA
0584,HKA0584,Devi Super Speciality Eye Hospital Private Limited,Karnataka,Bangalore,"#434, 18Th Main, 80 Feet Road, 6Th Block Bus Depot. Block,Koramangala. Bangalore-560095",560095,KA
0585,HKA0585,Dhanush Hospital,Karnataka,Bagalkot,Mahaveer Road Bagalkot,587313,KA
0586,HKA0586,Dhanush Hospital,Karnataka,Kolar,"Behind Municipal Park,N.R.Extension,Chintamani,",563125,KA
0587,HKA0587,Dhanush Hospital,Karnataka,Nagarbhavi,"#63, Byraveshwara Nagar 2Nd Main, Nagarbhavi Main Raod, Bangalore-560072",560072,KA
0588,HKA0588,Diagram Health Care,Karnataka,Bangalore,"4, R.M.V.Extensionmekhri Circle",560080,KA
0589,HKA0589,Divakars Global Hospitals,Karnataka,Bangalore,"No.220, 9Th Cross, J.P.Nagar 2Nd Phase, Bangalore-560078",560078,KA
0590,HKA0590,Divine Speciality Hospital,Karnataka,Bangalore,"#110,6H Main,I.T.I Layout,Benson Town Post",560046,KA
0591,HKA0591,Divyadrishti Eye Hosptial,Karnataka,Bangalore,"996/22, Service Road,Rpc Layout, Bangalore",560040,KA
0592,HKA0592,Dr Agarwal'S Healthcare Ltd.,Karnataka,Bangalore,"Kade, Complex No 869, 2Nd Stage, Wcr 3Rd Stage, Basaveshwaranagar",560079,KA
0593,HKA0593,Dr Handral Nursing Home,Karnataka,Ranbennur,"No.14,Rajendra Nagar,",581110,KA
0594,HKA0594,Dr Lodaya Hospital,Karnataka,Ranbennur,"Ashwini Nagar,Just Behind Bus Stand,",581110,KA
0595,HKA0595,Dr Mahadevappa Eye Laser Hospital,Karnataka,Tumkur,"15Th Cross, S.S. Puram, (Horticulture Office Road) Tumkur-572102",572102,KA
0596,HKA0596,Dr Ramesh Hospital For Piles & Proctology,Karnataka,Mysore,410 Contour Road Gokulam Mysore -570002,570002,KA
0597,HKA0597,Dr. Bidari'S Ashwini Hospital,Karnataka,Bijapur,B.L.D.E. Road,586103,KA
0598,HKA0598,Dr. Gokavi Maternity & General Hospital,Karnataka,Hubli,Karwar Road Hubli,580029,KA
0599,HKA0599,Dr. Malathi Manipal Hospital,Karnataka,Bangalore,"45/1, 45Th Cross, 9Th Block, Jayanagar, Bangalore-560069",560069,KA
0600,HKA0600,Dr. Manohara Sai Gowda Memorial Hospital,Karnataka,Mulbagal,"Nh-4, Opposite Inspection Bungalow, Mulbagal",563131,KA
0601,HKL0601,A.J. Hospital,Kerala,Trivandrum,"Kazhakuttam, P.O., Thiruvananthapuram, Trivandrum-695582",695582,KL
0602,HKL0602,A.M. Hospital,Kerala,Cochin,"N.H. 47, Karunagapally",690518,KL
0603,HKL0603,A.P.Varkey Mission Hospital,Kerala,Ernakulam,Arakunnam P.O. Thottapady.,682313,KL
0604,HKL0604,Aditya Eye Hospital,Kerala,Ernakulam,"Judge Mukku, Thrikkakara, Kochi-682021",682021,KL
0605,HKL0605,Ahalia Foundation Eye Hospital,Kerala,Palakkad,"1/1053, Elappully.",678557,KL
0606,HKL0606,Aisha Memorial Hospital (Tsunami Project Only),Kerala,Manacaud,"Paruthikuzhy, Manacaud",695009,KL
0607,HKL0607,Al Salama Eye Hospital,Kerala,Kozhicode,Arayidathu Palam Jn By Pass Road Kozhikode,673004,KL
0608,HKL0608,Al Salama Eye Hospital Ltd,Kerala,Malapuram,"55/5,Hospital Road,Perinthalmanna,Malapuram",679322,KL
0609,HKL0609,Al Shifa Hospital Pvt Ltd,Kerala,Malapuram,"Pb No. 26, Ooty Road Perintalmannaooty Road",679322,KL
0610,HKL0610,Al-Arif Hospital,Kerala,Trivandrum,"Tc-48/659,Ambalathara,Poonthura Post,Near Milma Diary",695026,KL
0611,HKL0611,Alexander Eye Centre,Kerala,Cochin,"34/629A,A1,B,",682024,KL
0612,HKL0612,Alled Hospital Limited (Tsunami Project Only),Kerala,Kunnamkulam,"2/333,Guruvayoor Road,",680521,KL
0613,HKL0613,Almas Hospital,Kerala,Malapuram,"Changuvetty,Kottakal,Malappuram,",676503,KL
0614,HKL0614,Alpha Ent Head And Neck Research Institute And Hospital,Kerala,Ernakulam,"Opp To Bsnl Tower,Deshabhimani Road,Kaloor,Ernakulam",682017,KL
0615,HKL0615,Alphonsa Hospital,Kerala,Ernakulam,"Chruch,Karukutty",683576,KL
0616,HKL0616,Amala Cancer Hospital & Research Centre,Kerala,Trichur,"Amalanagar, Trissur,Kerala-680555.",680555,KL
0617,HKL0617,Amardeep Eye Care,Kerala,Thiruvananthapuram,"Tc 5/608, Gnp.2, Nalini Vilas, Thiruvananthapuram, Kerala",695005,KL
0618,HKL0618,Anadiyil Hospital,Kerala,Trivandrum,"Thekkummood Junction, Trivandrm.",695037,KL
0619,HKL0619,Ananthapuri Hospital & Research Institute,Kerala,Trivandrum,"Tc 31/1424, Nh By Pass Road,Chacka ,Thirvvananthapuram,Kerala",695024,KL
0620,HKL0620,Anwar Memorial Hospital,Kerala,Aluva,"Santhosh Lane, Aluva,Ernakulam Dist.",683101,KL
0621,HKL0621,Arogyalayam Hospital,Kerala,Aluva,"Arogayalayam Junction, By-Pass, Aluva, Ernakulam, Kerala-683101",683101,KL
0622,HKL0622,Arumana Hospital,Kerala,Trivandrum,Perunthanni,695008,KL
0623,HKL0623,Ashoka Hospital,Kerala,Kannur,South Bazar.,670002,KL
0624,HKL0624,Aswini Hospital,Kerala,Trichur,"Karunakaran Nambiar Road, Thrissur-680020",680020,KL
0625,HKL0625,Attingal Speciality Hospital,Kerala,Trivandrum,Parvathipuram Gramom.,695101,KL
0626,HKL0626,B.N.V Hospital Pvt Ltd,Kerala,Trivandrum,"Thiruvallam Post,Trivandrum",695027,KL
0627,HKL0627,Baby Memorial Hospital Ltd,Kerala,Calicut,"Indira Gandhi Road, E.K. Nayanar Flyover",673004,KL
0628,HKL0628,Balaji Hospital,Kerala,Palakkad,"11/787, Brindavan Street,Near Town Hallpalakkad",678001,KL
0629,HKL0629,Bharath Hospital,Kerala,Kottayam,"Azad Lane ,Thirunakkara",686001,KL
0630,HKL0630,Bharath Rural Hospital & Training Centre,Kerala,Ernakulam,"Kuriapilly,Moothakunnam",683516,KL
0631,HKL0631,Bishop Alapatt Mission Hospital,Kerala,Cochin,Karanchira Kattoor P.O,680702,KL
0632,HKL0632,Bishop Benziger Hospital,Kerala,Kollam,Beach Road Kollam-691001,691001,KL
0633,HKL0633,C.A.Hospital,Kerala,Aluva,"#339/340/341/15,Deson,Kumnnumpuram,Aluva",683103,KL
0634,HKL0634,Carewell Hospital & Research Centre,Kerala,Kasaragod,"Nullipady, Kasargod,Kerala - 671 121",671121,KL
0635,HKL0635,Carmel Hospital,Kerala,Ernakulam,"Asokapuram,P.O",683101,KL
0636,HKL0636,Ccmk Hospital,Kerala,Trichur,"Ccmk Village,Vellikulam Road,Chalakudy",680307,KL
0637,HKL0637,Century Hospital,Kerala,Alleppey,Mulakuzha P.O,689505,KL
0638,HKL0638,Chaitanya Ent Hospital,Kerala,Cochin,"38/685A, Sahodaran Ayyappan Road, Cochin-682016",682016,KL
0639,HKL0639,Chaitanya Eye Hospital & Research Instt,Kerala,Cochin,"Trichandur, Ernakulam,Ernakulam",682012,KL
0640,HKL0640,Chaithanya Eye Hospital & Research Institute,Kerala,Cochin,"Ravipuram Road, Ravipuram, Kochi-682016, Eranakulam",682016,KL
0641,HKL0641,Chaithanya Eye Hospital & Research Institute,Kerala,Trivandrum,"M.G. Road, Kesavadasapuram, Trivandrum, Kerala-695004",695004,KL
0642,HKL0642,Chakrabarti Eye Care Centre,Kerala,Trivandrum,"No.102, Kochulloor, Near Lerala Water Authority Office, Trivandram-695011",695011,KL
0643,HKL0643,Chandramathy Amma Memorial Hospital,Kerala,Trichur,"Olarikkara Pullazhi Post, Thirssur, Kerala",680012,KL
0644,HKL0644,Chazhikattu Hospitals Pvt Ltd,Kerala,Idukki,"Ix/139 A,River View Road,Thodupuzha, Idukki",685584,KL
0645,HKL0645,Chelsa Medical Care (P) Ltd.,Kerala,Trivandrum,"Kungallummoodu,Karamanatrivadrum",695002,KL
0646,HKL0646,Christian Mission Hospital,Kerala,Pathanamthitta,Pandalam,689501,KL
0647,HKL0647,Christos Hospital,Kerala,Alleppey,"Xxiv/228,Kayamlukam,Kpac Junction",690502,KL
0648,HKL0648,City Eye Foundation,Kerala,Kozhicode,"17/255,Pavamani Road,",673001,KL
0649,HKL0649,City Hospital Pvt Ltd,Kerala,Cochin,"Post Box #3525,M.G Road Ernakulam",682035,KL
0650,HKL0650,Cochin Hospital,Kerala,Cochin,Mg Road,682016,KL
0651,HKL0651,Comtrust Eye Hospital,Kerala,Kozhicode,"Mini Bye Pass Road, Puthiyara (Post), Calicut-673004, Kerala State",673004,KL
0652,HKL0652,Cosmopolitan Hospitals (P) Ltd,Kerala,Trivandrum,"Maurinanjapalam,Pattom",695004,KL
0653,HKL0653,Cradle Calicut Maternity Care Pvt Ltd,Kerala,Calicut,"Nh-17, By Pass Road Airport By Pass Road",673014,KL
0654,HKL0654,Deepa Hospital (Tsunami Project Only),Kerala,Alleppey,"Karuvatta Post, Haripad, Alappuzha",690517,KL
0655,HKL0655,Deepa Nursing Home,Kerala,Kasaragod,"Kunnummal,Kanhangad",671315,KL
0656,HKL0656,Deepam Hosptial (Tsunami Project Only),Kerala,Kayamkulam,"Kayamkulam, Kanaalloor North,Pattoli Market Post.",690502,KL
0657,HKL0657,Deva Matha Hospital,Kerala,Ernakulam,"Koothattukulam, Ernakulam Distkerala",686662,KL
0658,HKL0658,Devamatha Hospital,Kerala,Koratty,# 365/15 Old Nh Near Post Offic Located Near To Christian Pilgrim Centre St.Mary'S Forane Church Koratty,680308,KL
0659,HKL0659,Devi Nursing Home,Kerala,Malapuram,"Nilambur, Malappuram Dt.,Kerala-679329",679329,KL
0660,HKL0660,Divine Medical Centre,Kerala,Trichur,Wadakkancherywadakkanchery,680590,KL
0661,HKL0661,Divya Prabha Eye Hospital,Kerala,Trivandrum,"Padinjatil Lane,Kumarapuram",695011,KL
0662,HKL0662,Dm Wims ( Wayanad Institute Of Medical Secience),Kerala,Wayanad,"Naseera Nagar, Meppadi, Wayanda, Kerala",673577,KL
0663,HKL0663,Dr Rani Menon'S Eye Clinic,Kerala,Thrissur,"18/470, Civil Lane Road, Chungam, Thrissur Kerala-680004",680004,KL
0664,HKL0664,Dr. Kunhalu'S Nursing Home,Kerala,Ernakulam,"T.D.Road, Ernakulamernakulam",682011,KL
0665,HMP0665,Aditya Nursing Home,Madhya Pradesh,Indore,"#315, Usha Nagar Extension.",452009,MP
0666,HMP0666,Agrawal Hospital,Madhya Pradesh,Bhopal,"E-3/15, Opp Habibganj Railway Stn, Arera Colony, Bopal,Mp-462016",462016,MP
0667,HMP0667,Ajwani Eye Hospital Pvt. Ltd.,Madhya Pradesh,Bhopal,"# 115, Berasia Road, Bh0Pal Sindhi Colony, Bhopal-462018",462018,MP
0668,HMP0668,Akshaya Heart Hospital,Madhya Pradesh,Bhopal,"Rishi Nagar, Char Imli, Opp Ekant Park.Bhopal, Madhya Pradesh",462016,MP
0669,HMP0669,Anand Hospital & Research Centre Pvt Ltd,Madhya Pradesh,Indore,"7, Sindhu Nagar, Bhanwarkua Main Road",452001,MP
0670,HMP0670,Anant Nursing Home Pvt Ltd,Madhya Pradesh,Jabalpur,"Madan Mahal Station Road,Gate #3,Wright Town",482001,MP
0671,HMP0671,Anant Shree Hospital,Madhya Pradesh,Bhopal,"Indrapuri A- Sector, Opp. Bhel Gate # 1,Indrapuri",462021,MP
0672,HMP0672,Apex Hospital,Madhya Pradesh,Gwalior,"#34,Tagore Nagar,Gwalior",474011,MP
0673,HMP0673,Apex Research Centre & Hospital Pvt Ltd,Madhya Pradesh,Bhopal,"116-117, Sindhi Colony, Berasia Road,",462001,MP
0674,HMP0674,Appollo Medical Invstgations & Appollo Nursing Home,Madhya Pradesh,Indore,"# 584, M.G. Road, New Palasiaindore",452001,MP
0675,HMP0675,Arihant Hospital & Research Centre,Madhya Pradesh,Indore,"283-A, Gumasta Nagar",452009,MP
0676,HMP0676,Arpan Hospital And Research Center,Madhya Pradesh,Indore,"15/2, Imli Bazar Near Rajnadaindore ( M.P )",452004,MP
0677,HMP0677,Ashirwad Nursing Home,Madhya Pradesh,Ratlam,"55-56,Ved Vyas Colony",457001,MP
0678,HMP0678,Ashish Hospital,Madhya Pradesh,Jabalpur,"#1309, Napier Town,Home Science College Road.",482001,MP
0679,HMP0679,Asian Globus Liver & Gastroenterology Centre,Madhya Pradesh,Bhopal,"E-5/24,Arera Colony, Arera Petrol Pump, Bhopal",462016,MP
0680,HMP0680,Ayushman Hospital,Madhya Pradesh,Bhopal,"C-Sector, Shahpura Lake",462014,MP
0681,HMP0681,Ayushman Neuro Cardio Centre Shubham Hospital,Madhya Pradesh,Gwalior,"14-B,Vijaynagar Extension,Near Prem Motors,Baant Vihar",474002,MP
0682,HMP0682,Bafna Hospital & Orthopaedic Research Centre,Madhya Pradesh,Indore,"18/1, North Rajmohalla",452002,MP
0683,HMP0683,Bapat Hospital,Madhya Pradesh,Indore,"Ahd-30, Sukhlia",452010,MP
0684,HMP0684,Batalia Eye Hosptial,Madhya Pradesh,Jabalpur,"Dr. Batalia Road, Near Clock Tower",482001,MP
0685,HMP0685,Batra Hospital,Madhya Pradesh,Bhopal,"#17, Zone-1, Mp Nagar",462011,MP
0686,HMP0686,Bhagyoday Tirth Hospital,Madhya Pradesh,Sagar,Khurai Road,470002,MP
0687,HMP0687,Bhandari Hospital & Research Centre,Madhya Pradesh,Indore,"Gf-21,22,23 Scheme # 54, Vijay Nagar",452014,MP
0688,HMP0688,Bhandari Polyclinic Pvt Ltd,Madhya Pradesh,Jabalpur,"#659, Napier Town,",482001,MP
0689,HMP0689,Bharat Hospital And Research Centre,Madhya Pradesh,Jabalpur,"Patrakar Colony, Near Ranital Chowk",482002,MP
0690,HMP0690,Bhopal Charitable Hospital,Madhya Pradesh,Bhopal,"Noor Mahal Road,Chowki Imambadachowki Imambaba, Bhopal-462001",462001,MP
0691,HMP0691,Bhopal Eye Hospital,Madhya Pradesh,Bhopal,"# 29, Rajdev Colony, Barasia Road",462001,MP
0692,HMP0692,Bhopal Heart & General Hospital,Madhya Pradesh,Bhopal,"H3 B Sector, Sonagiri",462021,MP
0693,HMP0693,Bombay Hospital,Madhya Pradesh,Indore,"Ida - Scheme ,No .94/95Ring Road ,",452010,MP
0694,HMP0694,Bombay Hospital & Research Centre Jabalpur,Madhya Pradesh,Jabalpur,"906-Gol Bazar, Jabalpur, Madhya Pradesh, Shaheed Smarak Ground.",482002,MP
0695,HMP0695,Career Institute Of Medical Sciences(Cims),Madhya Pradesh,Bhopal,"Career College Campus,Govindpura, Bhelgovindpura, Bhel, Bhopal.",462023,MP
0696,HMP0696,Centre For Sight-Indore,Madhya Pradesh,Scheme,"Plot No. 124, Sector-Ab, Scheme:-54, Indore, Madhya Pradesh",452010,MP
0697,HMP0697,Charak Hospital & Research Centre,Madhya Pradesh,Bhopal,"Old Navbharat Press Building, Jehengirabad.",462008,MP
0698,HMP0698,Charak Hospital Pvt Ltd,Madhya Pradesh,Indore,"Ranisati Gate, Yeshwant Niwas Road.Y.N.Road,",452003,MP
0699,HMP0699,Chirayu Health & Medicare (P) Ltd,Madhya Pradesh,Bhopal,"#6, Malipurle,Behind Sadar Marzil",462001,MP
0700,HMP0700,Citi Hospital,Madhya Pradesh,Bhopal,"#115-Zone Ii,Maharana Pratap Nagar,",462011,MP
0701,HMP0701,City Hospital & Research Centre,Madhya Pradesh,Gwalior,"Jail Road, Bohadapur, Gwalior, Madhya Pradesh.",474012,MP
0702,HMP0702,Convenient Hospital Ltd,Madhya Pradesh,Indore,"Ab Road, Near Lig Tringnee, Indorenear L.I.G. Square,",452001,MP
0703,HMP0703,Curewell Hospital Pvt. Ltd.,Madhya Pradesh,Indore,"19/1-C,New Palasia, Indore",452001,MP
0704,HMP0704,Deep Hospital,Madhya Pradesh,Bhopal,"Hig-33, Shivajinagar",462016,MP
0705,HMP0705,Dewas Hospital And Research Centre,Madhya Pradesh,Dewas,"231,A.B. Road,Dewas",455001,MP
0706,HMH0706,A-Care Orthopaedic & General Hospital,Maharashtra,Mumbai,"G-1, Giriraj Tower, Sai Baba Nagar, Mira Bhayander Road, Mira Road.",401107,MH
0707,HMH0707,A.U.S. Clinic & Lithotripsy Centre,Maharashtra,Mumbai,"Arun Chambers, Tardeo, Mumbai-400034Tardeo",400034,MH
0708,HMH0708,Aabu Tayshete Memorial Hospital,Maharashtra,Sindhudurga,"Behind Hotel Sahyadri Kankavlisindhudurga, Maharashtra.",416602,MH
0709,HMH0709,Aaditya Hospital,Maharashtra,Sangli,Main Chowk Vishrambag,416415,MH
0710,HMH0710,Aakashdeep Hospital,Maharashtra,Koparkhairane,"# 98, Sector-7, Koperkhairna,Navi Mumbai-400709.",400709,MH
0711,HMH0711,Aarogyam Multispeciality Hospital,Maharashtra,Mumbai,"1St Floor, Renuka Bldg, Appo Mangala High School, Above Bank, Maharashtra, Mumbaimumbai",400603,MH
0712,HMH0712,Aashirwad Hospital,Maharashtra,Thane,"Om Shraddha Tower, Above Tdcc Bank Pune Link Road, Tisgaon, Kalyan Est, Thane.",421306,MH
0713,HMH0713,Aashirwad Nursing Home,Maharashtra,Mumbai,"Ashirwad, Swami Samarth Nagar, 2Nd Cross Lane, Lokhandwala Complex, Andheri West",400053,MH
0714,HMH0714,Aashirwad Nursing Home & Iccu,Maharashtra,Mumbai,"A3, New Green Apartments,Tilak Chowk, Turel Pakhadi Roa",400064,MH
0715,HMH0715,Aastha Hospital,Maharashtra,Thane,"No.104,New Krishna Housing Society,Near Dhuri Motors,Ambadi Road,Vasai(W),Thane,",401202,MH
0716,HMH0716,Aastha Hospital,Maharashtra,Ulhasnagar,Hospital Area Ulhasnagar -3Thane,421003,MH
0717,HMH0717,Aayush Eye Clinic,Maharashtra,Mumbai,"201, Coral Classic,20Th Road.",400071,MH
0718,HMH0718,Abhijit Hospital,Maharashtra,Mumbai,Divya Trusha Mamlatdar Wadiroad Malad (West),400064,MH
0719,HMH0719,Abhinav Multispeciality Hospital,Maharashtra,Nagpur,"Naya Nakasha, Lashkari Bagh.",440017,MH
0720,HMH0720,Abhishek Nursing Home (L.P.Diagnostics Pvt. Ltd.),Maharashtra,Mumbai,"Jagruti Co-Op.Soci Bhatwadi,Ghatkopm- (W), Mumbai - 400084Near Maratha Mandir,Co-Op Bank",400084,MH
0721,HMH0721,Acharya Vinoba Bhave Rural Hospital,Maharashtra,Wardha,"Yavatmal Road,Sawangi (Meghe)Wardha-442004.",442004,MH
0722,HMH0722,Adarsh Hospital,Maharashtra,Mumbai,"Meenakshi Apartments,C - Wing, 1St Floor, Marve Road,Maladmalad (W)",400064,MH
0723,HMH0723,Adarsh Hospital,Maharashtra,Pune,"Sn 11/12,Kondhwa Budruk,Near Katraj Khondwa Road,Near Kaveri Apartments",411048,MH
0724,HMH0724,Adittya Eye Clinic,Maharashtra,Mumbai,"M.G.Road, Ronik Apts, 1St Floor,Kandival(W)",400067,MH
0725,HMH0725,Aditya Eye Clinic And Contact Lens Centre,Maharashtra,Pune,"Office # 1A,Kumar Plaza,M.G.Road,",411001,MH
0726,HMH0726,Aditya Jyot Eye Hospital (P) Ltd.,Maharashtra,Mumbai,"Plot # 153,Mojar Parmeshwaranroad (Opp) Siws Collage Gate #",400031,MH
0727,HMH0727,Agarwal Maternity & General Hospital,Maharashtra,Pune,"S/N.45/1,2 & 5,Sangarsh Chowk,Kharadi Road,Chandannagar,",411014,MH
0728,HMH0728,Agarwal Nursing Home,Maharashtra,Mumbai,"4Th Floor,Shanti Centre, Plot # 8,Sec-17,Vashi,Navi Mumbai,Vashi, Navi Mumbai-400703",400703,MH
0729,HMH0729,Aggarwal Eye Hospital,Maharashtra,Mumbai,"No.102/5,Ketayan Mansion,Shahaji Raje Marg,Koldongri,Andheri(E),Sahaje Raje Marg, Koldongri,",400069,MH
0730,HMH0730,Agrawal Clinic Surgical & General Hospital With Icu,Maharashtra,Mumbai,"49, Daftary Road, Malad (East), Mumbai, Maharashtra, Opp. Subhash Lane.",400097,MH
0731,HMH0731,Agrawal Eye Hospital,Maharashtra,Mumbai,"1St Floor, Maharaja Apartment, Opp. Tel. Exchange, S.V. Road, Malad (West) Mumbai-400064",400064,MH
0732,HMH0732,Agrawal Nursing Home,Maharashtra,Mumbai,"Bombay Market, St.Road, Bhayander West,Bhayander, Thane",401104,MH
0733,HMH0733,Ahirkar Hospital,Maharashtra,Bhiwandi,"Near Ratan Cinema Narpoli,Bhiwandi,Thane",421302,MH
0734,HMH0734,Ahuja Nursing Home & Polyclinic,Maharashtra,Ulhasnagar,"Furniture Bazar,Ulhas Nagar,Dass Chambers,1St Floor",421002,MH
0735,HMH0735,Akanksha Maternity & Surgical Hospital,Maharashtra,Mumbai,"6, Manish Tower, Manish Nagar, J P Road, Ahdheri(W)J.P. Road, Andheri (W)",400053,MH
0736,HMH0736,Akshay Eye Clinic,Maharashtra,Raigad,"#842,Mahatma Gandhi Road,Panvel",410206,MH
0737,HMH0737,Akshay Medical Foundation,Maharashtra,Pune,"204/G Ward,Mg Roadlonawala",410401,MH
0738,HMH0738,Akshayjyot Eye Hospial,Maharashtra,Buldana,"Yashowardhan,Mutthe Layout.",443001,MH
0739,HMH0739,Alatkar Hospital,Maharashtra,Pune,"Bhosale Garden,Opp 111 Bus Stop,Pune Solapur Road",411028,MH
0740,HMH0740,Alhat Nursing Home,Maharashtra,Pune,"Hira-Ratan Plaza,Pune Nashik Highway Pmt Chowk,Bhosari",411039,MH
0741,HMH0741,Amardeep Nursing Home,Maharashtra,Thane,"101 Ratna Tarang, Old Nagardas Road, Andheri (E)Old Nagardas Road,Andheri (E)",400069,MH
0742,HMH0742,Ambika Hospital,Maharashtra,Solapur,"Murarji Peth, Solapur-413002.",413002,MH
0743,HMH0743,Amrut Hospital & Endoscopy Clinic,Maharashtra,Mumbai,"Dr. Rajendra Prasad Road, Tilak Nagar, Dombivali(E), Thane, Maharashtra",421201,MH
0744,HMH0744,Anamaya Nursing Home,Maharashtra,Pune,"Sn48/1B/5-Gokulnagar,Katraj Kondhwa Road,Kondhawa Budruk",411048,MH
0745,HMH0745,Anand Hospital,Maharashtra,Jamkhed,"Nagar Road, Near S.T Stand,Ahemdnagar",413201,MH
0746,HMH0746,Anand Hospital,Maharashtra,Pune,"Shrikrishnapalace,Sn 136,Near Malwadi Police Station Warje,Malwadi",411058,MH
0747,HMH0747,Anand Hospital,Maharashtra,Pune,"Balaji Tower,Mahatma Phule Chowke,Chakan",410501,MH
0748,HMH0748,Anand Hospital,Maharashtra,Pune,"Sector-26,Plot 113, Hutatma Chowk Pradhikaran, Nigdi Pune-411044",411044,MH
0749,HMH0749,Anand Maternity & Nursing Home,Maharashtra,Mumbai,"Saregram Complex, New Link Rd,Dahison (E), Mumbai-400068.",400068,MH
0750,HMH0750,Anand Medical Foundation Subudh Hospital,Maharashtra,Pune,"145,Kothrod Near Shivaji Statue",411038,MH
0751,HMH0751,Anand Nursing Home,Maharashtra,Kolhapur,"#1758 B/1, Sakoli Corner, K Ward.",416012,MH
0752,HMH0752,Anand Nursing Home,Maharashtra,Mumbai,"Divya Sarjan, 1St Floor, 90 Ft Road, Ganesh Chowk,Charkop,Kandivali West",400067,MH
0753,HMH0753,Anande Hospital,Maharashtra,Pune,"Near Old R T O Office,Ramnagar, Chandrapur,Near Old R.T.O. Office.",442402,MH
0754,HMH0754,Anandpara Surgical & General Hospital,Maharashtra,Mumbai,"Iqbal House, Rani Sati Marg Off.Pandit Socicitor Lane, Malad (East)Malad (E), Mumbai - 97",400097,MH
0755,HMH0755,Anandrishiji Hospital & Medical Research Centre,Maharashtra,Ahmednagar,"124, Anand Rishiji Marg",414001,MH
0756,HMH0756,Anil Eye Hospital,Maharashtra,Mumbai,"1St Floor, Krishna Smirti, Phadke Road, Dombivli",421201,MH
0757,HMH0757,Anjali Hospital,Maharashtra,Pune,#568-Dr.Ambedkar Chowk Opp Delux Cinema Pimpri,411017,MH
0758,HMH0758,Ankur Hospital,Maharashtra,Mumbai,"1St Floor, Kalpatoru,Mathura Das Road,Kandivli (W)Mathuradas Rd, Kandivli (W)",400067,MH
0759,HMH0759,Ankur Maternity And Surgical Nursing Home,Maharashtra,Mumbai,"Shree Vijay Chs Ltd,Kanjur Marg East",400042,MH
0760,HMH0760,Ankur Nursing Home,Maharashtra,Thane,"Mohan Plaza, Main Road, Opposite Section, Ulhasnagar, Thane-421501",421501,MH
0761,HMH0761,Ankur Nursing Home & Pain Clinic,Maharashtra,Pune,"Ashirwad Complex Chindhwad Main Road, Bus Stop Kalewadi Road,Chinchwad",411033,MH
0762,HMH0762,Anmmol Orthovision,Maharashtra,Mumbai,"101-102,Manisha Heights,Balrajeshwar Road,Mulund West",400080,MH
0763,HMH0763,Annapurna Hospital,Maharashtra,Kheda,"Mina Bazar,Kapadvanj City,",387620,MH
0764,HMH0764,Anuchandra Accident Hospital,Maharashtra,Baramati,"Geetai Building, Cinema Road,",413102,MH
0765,HMH0765,Anupama Maternity & Nursing Home,Maharashtra,Mumbai,"1/18, Jaykar Smruti,Aarey Road, Goregaon West.",400062,MH
0766,HMH0766,Apex Hospital,Maharashtra,Mumbai,"A-Wing, Vaishali Heights, Chandavarkar Road, Borivali (W), Mumbai-400092",400092,MH
0767,HMH0767,Apex Hospital,Maharashtra,Mumbai,"Gupte Road, Opp.Shivsena Shakha",421202,MH
0768,HMH0768,Apex Hospital,Maharashtra,Mumbai,"Parnaka, Shivtirth, Apt. Ground Floor, Kalyan, Thane, Maharashtra.",421301,MH
0769,HMH0769,Apex Kidney Care Pvt Ltd,Maharashtra,Mira Road,"101, Eden Rose Shopping Complex,Opp. Cinemax Multiplex,Beverly Park, Mira Road (E),Thane",401107,MH
0770,HMH0770,Apex Kidney Care Pvt Ltd,Maharashtra,Mumbai,"''Gaurav Plaza, Annex, R.R.T. Road, Mulund (W), Mumbai",400080,MH
0771,HMH0771,Apex Kidney Care Pvt Ltd,Maharashtra,Mumbai,"C/O. Sushrut Hospital, 2Nd Fllor, Swastik Park, Near Kach Gujar Hall, Chembur (E). Mumbai",400071,MH
0772,HMH0772,Apex Kidney Care Pvt Ltd,Maharashtra,Mumbai,"Abhishek Commericial Complex, 3Rd Floor S.V. Road, Malad, Near Aditi Hotel, Mumbai, Maharashtra.",400064,MH
